Round,Date,HomeTeam,AwayTeam,Team,Player,Position,Substitute,MinutesPlayed,Rating,MarketValueEUR,SalaryEUR,SalarySource
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Raúl Rangel,G,No,90.0,7.3,6500000.0,2832000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Israel Reyes,D,No,90.0,7.2,6500000.0,2832000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,César Montes,D,No,90.0,6.8,7500000.0,3134000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Johan Vásquez,D,No,90.0,6.9,12000000.0,4369000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Jesús Gallardo,D,No,90.0,6.9,2800000.0,1561000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Erik Lira,M,No,76.0,7.4,12000000.0,4369000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Roberto Alvarado,M,No,90.0,8.2,7500000.0,3134000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Brian Gutiérrez,M,No,66.0,6.9,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Álvaro Fidalgo,M,No,66.0,7.1,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Julián Quiñones,M,No,79.0,8.6,14000000.0,4872000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Raúl Jiménez,F,No,76.0,7.6,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Gilberto Mora,M,Yes,24.0,6.6,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Luis Chávez,M,Yes,24.0,6.8,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Edson Álvarez,M,Yes,14.0,7.0,15000000.0,5115000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Armando González,F,Yes,14.0,6.2,15000000.0,5115000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Alexis Vega,F,Yes,11.0,6.4,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Carlos Acevedo,G,Yes,,,2800000.0,1561000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Guillermo Ochoa,G,Yes,,,250000.0,283000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Jorge Sánchez,D,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Luis Romo,M,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Mateo Chávez,D,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,César Huerta,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Obed Vargas,M,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Orbelín Pineda,M,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Guillermo Martínez,F,Yes,,,1500000.0,1004000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,Mexico,Santiago Giménez,F,Yes,,,18000000.0,5819000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Ronwen Williams,G,No,90.0,6.3,800000.0,644000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Khuliso Mudau,D,No,90.0,6.5,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Nkosinathi Sibisi,D,No,90.0,6.0,1600000.0,1051000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Ime Okon,D,No,90.0,6.3,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Mbekezeli Mbokazi,D,No,90.0,6.4,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Aubrey Modiba,D,No,77.0,5.9,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Teboho Mokoena,M,No,90.0,6.5,2800000.0,1561000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Sphephelo Sithole,M,No,49.0,4.9,600000.0,525000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Jayden Adams,M,No,61.0,6.6,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Iqraam Rayners,F,No,76.0,6.1,2800000.0,1561000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Lyle Foster,F,No,56.0,5.9,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Thalente Mbatha,M,Yes,34.0,6.5,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Themba Zwane,M,Yes,23.0,5.3,250000.0,283000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Evidence Makgopa,F,Yes,14.0,6.8,1400000.0,956000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Oswin Appollis,F,Yes,13.0,6.6,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Ricardo Goss,G,Yes,,,350000.0,359000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Sipho Chaine,G,Yes,,,1600000.0,1051000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Bradley Cross,D,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Khulumani Ndamane,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Olwethu Makhanya,D,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Samukelo Kabini,D,Yes,,,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Tholo Thabang Matuludi,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Tshepang Moremi,F,Yes,,,1400000.0,956000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Relebohile Mofokeng,F,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Kamogelo Sebelebele,M,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-11,Mexico,South Africa,South Africa,Thapelo Maseko,F,Yes,,,750000.0,615000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Kim Seung-gyu,G,No,90.0,7.3,500000.0,462000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Han-Beom Lee,D,No,90.0,6.8,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Kim Min-jae,D,No,90.0,6.9,20000000.0,6269000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Gi-Hyuk Lee,D,No,90.0,6.9,800000.0,644000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Young-woo Seol,M,No,90.0,6.6,6500000.0,2832000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Hwang In-beom,M,No,84.0,8.8,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Seung Ho Paik,M,No,84.0,7.1,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Lee Tae-seok,M,No,69.0,7.2,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Kang-in Lee,F,No,90.0,8.2,28000000.0,7953000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Jae-sung Lee,F,No,62.0,6.9,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Son Heung-min,F,No,69.0,6.8,15000000.0,5115000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Hwang Hee-chan,F,Yes,28.0,6.7,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Ji-sung Eom,F,Yes,21.0,7.0,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Hyeon-gyu Oh,F,Yes,21.0,7.5,15000000.0,5115000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Jin-gyu Kim,M,Yes,13.0,6.7,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Jin-seob Park,M,Yes,13.0,6.7,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Hyeon-woo Jo,G,Yes,,,650000.0,556000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Song Bum-keun,G,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Kim Moon-hwan,D,Yes,,,750000.0,615000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Wi-je Cho,D,Yes,,,550000.0,494000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Kim Tae-hyeon,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Dong-gyeong Lee,M,Yes,,,1600000.0,1051000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Jens Castrop,M,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Jun-Ho Bae,M,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Gue-sung Cho,F,Yes,,,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,South Korea,Yang Hyun-Jun,F,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Matěj Kovář,G,No,90.0,7.0,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Štěpán Chaloupek,D,No,90.0,5.9,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Robin Hranáč,D,No,90.0,6.3,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Ladislav Krejčí,D,No,90.0,7.1,22000000.0,6706000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Vladimír Coufal,M,No,90.0,6.4,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Tomáš Souček,M,No,90.0,6.6,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Alexandr Sojka,M,No,84.0,6.7,2300000.0,1359000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Jaroslav Zelený,M,No,90.0,6.8,600000.0,525000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Lukáš Provod,F,No,64.0,6.9,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Pavel Šulc,F,No,64.0,6.7,20000000.0,6269000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Patrik Schick,F,No,64.0,6.4,18000000.0,5819000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Michal Sadílek,M,Yes,26.0,6.6,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Adam Hložek,F,Yes,26.0,7.0,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Tomáš Chorý,F,Yes,26.0,6.5,2700000.0,1522000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Mojmír Chytil,F,Yes,13.0,6.4,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Jindřich Staněk,G,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Lukáš Horníček,G,Yes,,,18000000.0,5819000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,David Jurásek,D,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,David Zima,D,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Tomáš Holeš,D,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,David Douděra,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Denis Višinský,M,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Hugo Sochurek,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Lukáš Červ,M,Yes,,,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Vladimír Darida,M,Yes,,,375000.0,377000.0,Estimated
Group Stage - Matchday 1,2026-06-12,South Korea,Czechia,Czechia,Jan Kuchta,F,Yes,,,2700000.0,1522000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Maxime Crépeau,G,No,90.0,6.8,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Alistair Johnston,D,No,90.0,6.9,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Luc De Fougerolles,D,No,90.0,6.7,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Derek Cornelius,D,No,90.0,6.6,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Richie Laryea,D,No,90.0,8.1,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Tajon Buchanan,M,No,61.0,6.2,12000000.0,4369000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Ismael Koné,M,No,90.0,6.5,25000000.0,7340000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Stephen Eustaquio,M,No,89.0,7.0,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Liam Millar,M,No,61.0,6.7,3000000.0,1639000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Jonathan David,F,No,61.0,6.3,30000000.0,8350000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Tani Oluwaseyi,F,No,76.0,6.2,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Ali Ahmed,M,Yes,29.0,6.6,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Jacob Shaffelburg,F,Yes,29.0,6.7,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Promise David,F,Yes,29.0,6.5,17000000.0,5589000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Cyle Larin,F,Yes,14.0,7.6,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Jonathan Osorio,M,Yes,1.0,,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Dayne St. Clair,G,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Owen Goodman,G,Yes,,,550000.0,494000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Niko Sigur,M,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Alfie Jones,D,Yes,,,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Joel Waterman,D,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Moise Bombito,D,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Alphonso Davies,D,Yes,,,40000000.0,10234000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Nathan-Dylan Saliba,M,Yes,,,7500000.0,3134000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Mathieu Choinière,M,Yes,,,800000.0,644000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Canada,Jayden Nelson,F,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Nikola Vasilj,G,No,90.0,6.3,4500000.0,2184000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Amar Dedić,D,No,90.0,6.9,16000000.0,5354000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Nikola Katić,D,No,90.0,8.1,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Tarik Muharemović,D,No,90.0,7.8,25000000.0,7340000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Sead Kolašinac,D,No,84.0,7.9,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Esmir Bajraktarević,M,No,74.0,6.0,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Benjamin Tahirović,M,No,90.0,6.5,4500000.0,2184000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Ivan Bašić,M,No,62.0,7.4,1500000.0,1004000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Amar Memić,M,No,74.0,6.3,4500000.0,2184000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Ermedin Demirović,F,No,90.0,6.8,22000000.0,6706000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Jovo Lukić,F,No,62.0,7.4,2200000.0,1317000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Armin Gigović,M,Yes,28.0,6.8,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Samed Baždar,F,Yes,28.0,6.2,1500000.0,1004000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Ivan Šunjić,M,Yes,16.0,6.4,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Kerim Alajbegović,F,Yes,16.0,6.5,22000000.0,6706000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Dženis Burnić,M,Yes,13.0,6.7,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Mladen Jurkas,G,Yes,,,700000.0,586000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Martin Zlomislić,G,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Arjan Malić,D,Yes,,,1800000.0,1142000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Stjepan Radeljić,D,Yes,,,2800000.0,1561000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Dennis Hadžikadunić,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Nihad Mujakić,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Amir Hadžiahmetović,M,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Ermin Mahmić,M,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Edin Džeko,F,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 1,2026-06-12,Canada,Bosnia & Herzegovina,Bosnia & Herzegovina,Haris Tabaković,F,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Matthew Freese,G,No,90.0,6.0,2000000.0,1231000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Alexander Freeman,D,No,90.0,7.3,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Chris Richards,D,No,90.0,6.9,28000000.0,7953000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Tim Ream,D,No,90.0,7.6,150000.0,242000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Antonee Robinson,D,No,90.0,6.9,22000000.0,6706000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Tyler Adams,M,No,90.0,7.0,25000000.0,7340000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Malik Tillman,M,No,82.0,7.3,30000000.0,8350000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Sergiño Dest,M,No,72.0,6.7,18000000.0,5819000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Weston McKennie,M,No,90.0,7.4,30000000.0,8350000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Christian Pulišić,M,No,45.0,7.6,40000000.0,10234000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Folarin Balogun,F,No,72.0,9.0,40000000.0,10234000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Sebastian Berhalter,M,Yes,45.0,6.8,8000000.0,3280000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Timothy Weah,F,Yes,18.0,6.5,20000000.0,6269000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Ricardo Pepi,F,Yes,18.0,6.3,30000000.0,8350000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Giovanni Reyna,M,Yes,8.0,7.8,4000000.0,2009000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Matt Turner,G,Yes,,,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Chris Brady,G,Yes,,,2500000.0,1441000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Miles Robinson,D,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Mark McKenzie,D,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Joe Scally,D,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Auston Trusty,D,Yes,,,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Maximilian Arfsten,M,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Cristian Roldán,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Brenden Aaronson,M,Yes,,,22000000.0,6706000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Alex Zendejas,F,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,USA,Haji Wright,F,Yes,,,16000000.0,5354000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,Paraguay,Orlando Gill,G,No,90.0,6.1,6000000.0,2676000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,Paraguay,Juan Cáceres,D,No,79.0,6.3,5000000.0,2353000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,Paraguay,Gustavo Gómez,D,No,90.0,5.9,3500000.0,1828000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,Paraguay,Omar Alderete,D,No,90.0,6.2,13000000.0,4623000.0,Estimated
Group Stage - Matchday 1,2026-06-13,USA,Paraguay,Paraguay,Junior Alonso,D,No,90.0,5.3,1500000.0,1004000.0,Estimated
